file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
data/processed/bootstrap_csf/p03_l049.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l049.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l100.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l100.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l100.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l100.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l200.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l200.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l200.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l200.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l300.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l300.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l300.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l300.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l370.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l370.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l370.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l370.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l415.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l415.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l415.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p03_l415.csv.gz,contrast_sensitivity,"Reciprocal of the across-staircase mean threshold, or a current-helper fitted interpolant when in a curve table",number,reciprocal normalized source contrast,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p04_l010.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p04_l010.csv.gz,source_point_index,Zero-based row in the original two-column CSF source file; used for exclusions,integer,row index,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/processed/bootstrap_csf/p04_l010.csv.gz,spatial_frequency_cpd,"Ordinary spatial frequency; raw trial value is round(source_col_15 / 31.5, 3)",number,cycles/degree,>0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
